first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Jimmy,Butler,2015-01-29,CHI,LAL,00:49:00,9,17,1,5,16,18,3,4,7,1,3,0,1,2,35,51.25
Pau,Gasol,2015-01-29,CHI,LAL,00:43:57,8,14,0,0,4,6,3,7,10,6,0,4,1,5,20,49.0
Jordan,Hill,2015-01-29,LAL,CHI,00:41:28,11,22,0,0,4,6,0,12,12,3,1,2,2,3,26,50.5
Rodney,Stuckey,2015-01-29,IND,NYK,00:31:31,8,13,1,2,5,5,1,4,5,3,0,0,1,1,22,32.75
Joakim,Noah,2015-01-29,CHI,LAL,00:42:07,4,7,0,0,1,1,5,12,17,9,0,1,0,3,9,45.75
Roy,Hibbert,2015-01-29,IND,NYK,00:23:36,9,11,0,0,0,0,2,8,10,1,1,1,2,1,18,35.0
Jerryd,Bayless,2015-01-29,MIL,ORL,00:20:09,6,9,2,2,5,5,0,2,2,1,3,0,2,1,19,29.0
Brandon,Knight,2015-01-29,MIL,ORL,00:32:54,7,14,2,5,0,0,0,5,5,9,4,1,5,1,16,44.25
Jordan,Clarkson,2015-01-29,LAL,CHI,00:43:08,6,15,1,1,5,5,2,2,4,4,2,2,3,0,18,36.0
Wayne,Ellington,2015-01-29,LAL,CHI,00:46:10,9,19,1,6,4,4,2,3,5,3,1,0,2,4,23,35.25
Zach,Randolph,2015-01-29,MEM,DEN,00:30:20,6,14,0,0,3,4,5,12,17,2,1,0,1,2,15,40.75
Louis,Amundson,2015-01-29,NYK,IND,00:21:06,8,10,0,0,1,3,1,2,3,1,0,1,1,2,17,23.75
Carlos,Boozer,2015-01-29,LAL,CHI,00:27:47,8,14,0,0,0,0,4,4,8,2,0,2,2,3,16,32.0
Jared,Dudley,2015-01-29,MIL,ORL,00:26:04,6,10,3,6,2,3,0,4,4,2,0,0,0,4,17,26.5
Giannis,Antetokounmpo,2015-01-29,MIL,ORL,00:33:05,3,7,0,0,4,5,1,3,4,5,1,3,0,4,10,30.5
Ed,Davis,2015-01-29,LAL,CHI,00:16:09,4,7,0,0,2,2,5,4,9,2,0,0,0,2,10,24.25
Robert,Sacre,2015-01-29,LAL,CHI,00:30:25,3,6,0,0,3,4,4,5,9,4,0,2,0,6,9,30.25
Elfrid,Payton,2015-01-29,ORL,MIL,00:38:07,6,10,0,0,3,4,0,2,2,6,1,1,5,1,15,28.0
Jason,Smith,2015-01-29,NYK,IND,00:29:41,3,6,0,1,2,2,3,4,7,5,1,0,1,2,8,25.75
Willie,Green,2015-01-29,ORL,MIL,00:15:34,6,8,3,5,1,2,0,1,1,0,2,0,3,2,16,21.25
David,West,2015-01-29,IND,NYK,00:26:36,3,8,0,0,4,4,1,5,6,6,0,1,1,2,10,28.0
John,Henson,2015-01-29,MIL,ORL,00:24:09,6,10,0,0,0,0,3,8,11,1,1,2,3,4,12,31.75
